,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WinRun,HiSpeed,WindChill,HeatIndex,THW Index,THSWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,Index,UV Dose,UV,HiDD,HeatDD,CoolTemp,InHum,InDew,InHeat,InEMC,InDensity,InAirET,Samp,WindTX,WindRecept,ISSInt
2012-12-31,25.808543556605066,26.02645706474447,25.593581458928714,86.58680253510624,23.210914005219305,2.1104728470233565,1.0573400024851929,5.8380567053177925,25.80805269044376,28.92874673791469,28.928255871753386,30.445212501553485,1010.569721635396,1.4585590903444556,77.56163787746945,200.2574156720572,8.612519991247055,269.62243288073864,2.141554971684222,0.34416299774539705,2.863224094161077,0.008205953922534487,0.1558845843171374,28.407331924940777,70.61420405119921,22.37898285075168,31.831188641729852,13.293883745495274,1.1367657356778897,0.15457191838856468,695.8366161302349,1.0,99.94209643345296,30.0
2013-12-31,25.97013265481155,26.188950197266966,25.753670878838296,77.22156784264395,21.537452112756522,2.0574532563320878,1.0305557779173127,5.884140624656487,25.969623763508434,28.782211675910617,28.78173137400656,30.95299902796049,1009.9404282691967,1.178594824331459,61.23379445651543,198.71158268427112,8.546005091399048,269.5856662697299,2.085572382458977,0.33519943601738567,2.796150868527781,0.00467078606957124,0.15947206815712767,28.471936645891905,72.20707301732517,22.864866487506383,32.30436274229528,13.659859626050796,1.1348961804562838,0.14961315944049017,695.8601978386414,1.0,99.96528103379195,30.0
2014-12-31,26.486598120900577,26.705731844235594,26.266261892099457,38.33560834367431,6.563311272626957,1.969698044081557,0.986409324587597,5.359732316965402,26.486355847072062,26.841579507179404,26.841089050404594,29.54433118635393,1009.3176771258023,1.131383626855326,65.39132109493232,213.09495952254295,9.164549134314147,294.77939978778534,2.2279754049387015,0.35806870334259633,2.9839455835909847,0.0027367644792928567,0.16986736985168155,27.933448561129744,73.01397506352302,22.555462979377047,31.231572416238304,13.873417833717468,1.136740929504218,0.18026325119658917,652.8432311055958,1.0,93.8906872303963,30.0
2015-12-31,27.553514699208264,27.755209016186736,27.335441984771286,33.896811389575234,6.347726791387239,1.9580342785426141,0.9807730321214486,6.1432450876573865,27.553514699208264,27.6540275326509,27.6540275326509,31.616679609365775,1008.8290504765257,0.682986233674564,11.821405527873305,276.2625676093424,11.88067679500474,363.7252511987161,3.995156292897207,0.6417481272306531,4.984315017453029,0.004424043484399265,0.1920635116736424,28.52562654429931,71.9502294387575,22.871514295799486,32.20603600423589,13.555503000352951,1.1333435580656561,0.2140718761030716,527.9679037870002,1.0,75.95872119409012,30.0
2016-12-31,26.03612191843814,26.2694098609979,25.807699041488245,86.78253693158373,23.421140546339895,2.0061139996150774,1.0048056449617186,5.196251134769198,26.03514395359536,29.361047288932898,29.360019806882875,30.619593958900666,994.1995357761832,1.0305768754641729,13.807192374350072,160.98841651045174,6.923849697591337,229.6279931383299,6.180952380952496,0.9927938433605503,9.44524799867973,0.005420267334194891,0.16059836239521852,28.275971775191877,73.06691012626888,22.92743253280518,32.06433523149297,13.790299579103896,1.117217120574399,0.1296446366674854,694.810959219043,1.0,99.92000406748491,30.0
